product_id,product_name,category,price,quantity_sold,rating,review_count
38,Bag Them,Laptops,283.07,484.0,1.6,363
39,Particularly Whatever,Shoes,,153.0,4.5,694
40,Fall A,Laptops,973.36,295.0,2.7,772
41,City However,Laptops,667.66,465.0,3.0,648
42,Key Bad,Books,1755.48,339.0,3.4,365
43,Property Recently,Electronics,,486.0,2.0,529
44,Direction Cell,Clothing,202.44,6.0,,651
45,Develop Whatever,Home,1237.28,399.0,5.0,963
46,Big Region,Home,354.97,268.0,1.3,627
47,Life Old,Books,1853.15,184.0,3.1,311
48,However Quite,Laptops,250.58,309.0,2.6,706
49,Use Machine,Electronics,361.39,175.0,1.9,317
50,Mouth Or,Laptops,612.15,386.0,4.3,220
51,Hope Front,Clothing,,250.0,4.2,17
52,Bad Put,Books,348.44,210.0,2.6,905
53,State Early,Books,1332.44,418.0,2.0,766
54,Where Particular,Laptops,1200.12,219.0,1.9,658
55,Board Single,Home,937.1,394.0,3.4,291
56,Owner Stage,Electronics,1134.6,410.0,4.0,941
57,Walk Ok,Shoes,1106.29,358.0,4.1,188
58,Born Maybe,Clothing,1062.0,426.0,3.0,61
59,Individual Interesting,Home,480.13,290.0,1.6,782
60,Agree Evening,Electronics,1732.2,120.0,2.3,661
61,Over Me,Laptops,788.51,382.0,1.2,461
62,State Significant,Books,635.28,430.0,1.0,553
63,Sure Data,Electronics,430.21,373.0,1.3,375
64,Ahead Community,Laptops,282.7,299.0,3.8,103
65,Film Subject,Books,351.8,412.0,2.3,286
66,Maintain Improve,Home,184.96,228.0,2.6,364
67,Police Air,Shoes,500.87,499.0,1.8,513
68,Fire Stock,Laptops,993.58,488.0,4.2,671
69,Much Eye,Clothing,1833.15,330.0,3.5,418
70,Sing Area,Electronics,1418.71,108.0,1.8,718
71,Poor These,Clothing,368.52,,3.8,167
72,Family Which,Books,1597.62,356.0,3.5,542
73,Set Research,Books,133.57,408.0,3.5,502
74,Matter Course,Shoes,,286.0,3.6,409
75,Can Sell,Electronics,551.35,384.0,4.6,718
76,Practice Job,Shoes,1196.42,326.0,3.0,247
77,Few When,Shoes,1886.41,241.0,2.9,265
78,Accept Black,Laptops,160.12,474.0,1.8,900
79,Least Although,Electronics,814.48,228.0,4.2,993
80,Leave Yet,Shoes,1790.53,403.0,4.5,62
81,Point Style,Home,343.71,194.0,,146
82,Federal Now,Electronics,1210.6,390.0,1.5,36
83,Born Listen,Books,1468.74,359.0,4.0,481
84,Thing Ask,Shoes,588.62,,3.8,34
85,Mother When,Clothing,115.16,179.0,2.4,326
86,Performance Long,Shoes,1386.6,403.0,2.7,250
87,Country Memory,Home,833.5,,4.4,367
88,Memory East,Books,197.97,483.0,3.6,373
89,Just Four,Home,228.22,344.0,,831
90,Huge Budget,Shoes,1647.09,28.0,4.1,643
91,Something Light,Clothing,1901.84,68.0,2.9,237
92,Offer Else,Laptops,46.53,342.0,1.7,108
93,Treat Draw,Shoes,1813.18,434.0,,3
94,Trade Feel,Home,427.2,180.0,1.5,171
95,Pm Republican,Clothing,649.14,258.0,4.9,732
96,Begin Paper,Home,1909.39,432.0,1.6,824
97,Technology Result,Books,431.37,145.0,3.7,10
98,Strategy Argue,Shoes,978.56,49.0,4.0,31
99,Both Seek,Clothing,220.78,108.0,5.0,584
100,System Trial,Books,1308.77,375.0,4.0,421
101,Tree Among,Laptops,,418.0,3.1,593
102,Order Option,Clothing,44.15,494.0,2.1,26
103,Simply Sport,Laptops,1096.79,364.0,3.6,898
104,Rise Common,Home,1666.49,215.0,3.3,752
105,Few Campaign,Home,536.16,5.0,4.5,736
106,Participant East,Books,1528.82,40.0,1.3,550
107,Reach Order,Shoes,95.56,362.0,2.3,273
108,Dinner Blue,Laptops,408.13,250.0,2.2,627
109,Use City,Books,1407.37,356.0,5.0,347
110,Voice Option,Laptops,361.96,60.0,2.7,333
111,Full Purpose,Books,1115.61,266.0,4.1,774
112,Finish Above,Books,169.76,456.0,4.3,703
113,Adult Natural,Books,1598.39,441.0,4.5,934
114,The Movement,Shoes,638.25,201.0,1.1,661
115,Big Mr,Home,58.81,295.0,3.8,358
116,Evidence Change,Books,1190.64,476.0,3.7,700
117,High Best,Laptops,930.41,373.0,3.9,633
118,Firm Late,Clothing,670.25,496.0,4.5,905
119,Walk Ability,Books,1276.68,31.0,4.6,581
120,Election Movie,Laptops,608.52,485.0,2.7,857
121,Laugh Final,Home,141.27,75.0,1.7,407
122,Talk Mrs,Books,1965.73,254.0,1.9,376
123,Choice Safe,Home,1188.12,60.0,2.9,233
124,Pick But,Electronics,567.75,356.0,5.0,819
125,Suffer Thank,Electronics,604.46,345.0,4.1,246
126,Protect Sound,Laptops,795.94,82.0,4.6,326
127,Market Behind,Clothing,,372.0,3.6,307
128,Rule Accept,Clothing,1704.76,153.0,4.4,810
129,Memory Use,Electronics,,88.0,4.7,599
130,Pull Visit,Books,1576.9,247.0,3.4,228
131,Those Senior,Home,1614.15,398.0,,205
132,Significant At,Clothing,652.09,388.0,2.8,862
133,Forward Charge,Books,890.26,465.0,3.8,931
134,Project Culture,Home,1301.61,217.0,3.6,162
135,Term Land,Home,1198.64,305.0,3.9,455
136,Serve Western,Home,1186.57,448.0,4.8,97
137,Pick Cold,Electronics,1567.05,130.0,4.5,430
138,Billion Stop,Shoes,214.54,327.0,4.9,743
139,Suggest Audience,Books,126.19,208.0,1.2,364
140,Price Improve,Shoes,855.4,410.0,2.2,115
141,Our Against,Laptops,1927.96,55.0,1.3,346
142,Candidate Everybody,Shoes,56.99,22.0,4.7,932
143,Sit Participant,Clothing,808.3,423.0,3.7,714
144,Kitchen Drug,Clothing,1353.01,111.0,3.6,1000
145,Defense Nor,Shoes,738.68,141.0,2.4,271
146,Second Water,Shoes,1302.93,87.0,2.7,46
147,Respond Safe,Laptops,1743.4,432.0,4.7,772
148,History Course,Books,,107.0,4.4,778
149,Evidence Computer,Laptops,119.86,221.0,1.7,175
150,Floor Prove,Shoes,59.7,294.0,2.1,255
151,Wrong Many,Electronics,1965.91,127.0,4.2,890
152,Day Time,Shoes,1816.41,77.0,1.4,309
153,Art Name,Electronics,,162.0,1.5,828
154,Force Door,Clothing,1748.97,456.0,4.8,56
155,Both Stand,Electronics,1751.18,385.0,1.8,676
156,Perform Raise,Clothing,660.99,,3.8,402
157,Occur Early,Electronics,1293.31,290.0,3.7,540
158,Course Indeed,Laptops,257.83,63.0,2.4,795
159,Stay Available,Shoes,1220.23,156.0,4.7,894
160,Money Despite,Books,1666.52,320.0,2.5,668
161,Night Hand,Electronics,1339.05,43.0,,114
162,Before Wind,Books,1396.67,160.0,4.6,167
163,Idea Or,Home,1905.45,15.0,1.8,316
164,Once Represent,Shoes,1157.29,149.0,4.6,907
165,A Best,Books,1938.07,398.0,2.2,671
166,Accept Free,Home,1480.29,299.0,3.1,602
167,Card Past,Laptops,1202.76,21.0,,898
168,Then Start,Shoes,503.35,4.0,4.1,144
169,In Hit,Shoes,818.73,229.0,3.1,631
170,Of News,Clothing,646.31,293.0,3.5,410
171,Standard Up,Shoes,1856.03,460.0,1.9,774
172,Article As,Books,717.44,76.0,2.3,663
173,Officer Treat,Electronics,819.52,85.0,1.2,134
174,Bar Black,Shoes,949.21,218.0,2.8,508
175,Well Call,Electronics,905.77,87.0,4.5,53
176,So Yes,Books,697.81,427.0,3.5,753
177,Article Couple,Home,1887.66,9.0,1.7,367
178,Pm Condition,Books,1977.56,230.0,2.8,671
179,White His,Home,1521.71,259.0,3.1,372
180,Now Yeah,Shoes,1268.24,375.0,2.7,664
181,Most Suddenly,Laptops,1642.93,133.0,,839
182,Process Of,Shoes,,367.0,2.0,536
183,Reality Site,Shoes,1845.03,381.0,3.4,416
184,Share Thus,Books,855.94,188.0,2.4,861
185,Money Role,Electronics,1363.23,431.0,1.8,63
186,Reduce Require,Books,887.57,90.0,2.9,155
187,South You,Laptops,1707.22,138.0,1.2,534
188,Pressure Drug,Shoes,307.64,101.0,1.2,518
189,Beautiful Institution,Clothing,288.58,124.0,3.6,880
190,This Southern,Shoes,1056.74,264.0,4.9,290
191,Audience Customer,Clothing,114.92,332.0,3.2,493
192,Have Especially,Laptops,1788.07,193.0,2.0,8
193,Last Pay,Clothing,1470.07,375.0,2.7,539
194,Discover Class,Electronics,,286.0,4.5,473
195,Receive Majority,Home,526.11,10.0,1.8,879
196,Difficult Whom,Clothing,600.39,324.0,2.1,857
197,Concern Dream,Home,841.79,6.0,3.9,656
198,Issue Nature,Books,1887.98,311.0,2.0,94
199,Yourself Try,Clothing,246.75,448.0,1.2,681
200,Happy Wait,Books,84.02,231.0,1.9,740
201,Town Nice,Clothing,241.44,326.0,2.9,553
202,Accept Suddenly,Shoes,1587.04,63.0,4.7,286
203,Let Ten,Shoes,528.31,209.0,4.4,256
204,Nothing Really,Electronics,775.83,265.0,1.7,887
205,Gun Current,Home,213.24,326.0,4.9,392
206,Rather Page,Home,156.41,69.0,1.4,833
207,Outside Tend,Home,669.73,,4.6,969
208,Sign Able,Books,1836.23,187.0,3.1,146
209,Music Daughter,Laptops,1737.81,370.0,1.9,205
210,True Focus,Laptops,270.77,133.0,4.8,663
211,Culture Drug,Shoes,848.31,29.0,3.5,690
212,Letter Here,Electronics,1613.89,160.0,4.7,25
213,Author Involve,Home,68.99,386.0,4.7,708
214,Including Career,Shoes,825.37,461.0,2.1,116
215,Bring Mission,Home,1007.67,156.0,1.0,92
216,Professor Tree,Books,633.91,326.0,4.4,198
217,Couple Prepare,Clothing,1677.84,225.0,,954
218,Would Always,Books,1269.05,377.0,4.9,273
219,Old Wonder,Electronics,1401.61,487.0,3.6,497
220,Process Order,Electronics,174.39,467.0,4.4,556
221,Start Face,Clothing,,350.0,2.2,635
222,Wish Approach,Shoes,1146.74,155.0,1.2,453
223,Three Mind,Shoes,231.29,35.0,2.4,474
224,Decision Wish,Laptops,1921.49,,2.9,759
225,Hand When,Electronics,1603.9,463.0,4.0,376
226,Hope Front,Laptops,1938.95,234.0,2.9,830
227,Bar Child,Electronics,1249.15,321.0,4.0,559
228,Article Which,Home,125.5,,1.9,651
229,Around Light,Electronics,1052.12,,4.7,66
230,Increase Learn,Electronics,949.69,88.0,2.7,417
231,Yourself Player,Clothing,944.22,440.0,1.9,785
232,Imagine Modern,Books,1932.06,285.0,2.6,558
233,Above Particularly,Books,,339.0,,777
234,Man Always,Shoes,958.03,324.0,2.8,467
235,Vote Note,Laptops,805.0,382.0,4.7,60
236,Process Parent,Home,572.94,243.0,4.7,554
237,Still Fast,Laptops,833.03,257.0,1.5,854
238,Book Minute,Shoes,,333.0,3.3,803
239,Husband We,Clothing,1702.97,332.0,4.9,424
240,Congress Bed,Home,1391.16,192.0,3.5,843
241,But Read,Electronics,1580.03,487.0,2.3,988
242,Gun Few,Home,1945.35,195.0,,134
243,Truth Evening,Books,1577.5,269.0,3.4,224
244,Project Article,Clothing,1612.49,168.0,3.6,56
245,Early Base,Clothing,1309.81,34.0,4.3,114
246,Relate Bad,Home,960.75,329.0,3.7,180
247,Make Republican,Laptops,698.09,184.0,,170
248,Range Officer,Shoes,1031.01,379.0,1.6,662
249,Interesting Family,Clothing,1992.29,462.0,3.6,838
250,Dinner Nor,Laptops,709.25,100.0,2.0,669
251,Beautiful Address,Shoes,1994.1,49.0,2.9,686
252,Give Age,Clothing,462.97,65.0,1.6,561
253,Drive Truth,Clothing,1046.81,17.0,1.8,17
254,Another Every,Clothing,521.78,449.0,3.6,521
255,These Sign,Clothing,212.37,294.0,4.7,75
256,Radio Keep,Laptops,320.3,106.0,1.8,94
257,Song Fight,Laptops,1649.97,92.0,1.6,265
258,Own Only,Electronics,1476.52,474.0,3.3,709
259,Today Later,Books,1028.04,301.0,4.6,827
260,Worry Southern,Books,1473.58,70.0,1.9,83
261,Be With,Electronics,1864.66,330.0,2.7,964
262,Truth Cut,Electronics,544.08,463.0,,339
263,Country Financial,Shoes,1933.27,194.0,4.3,162
264,Arrive Relationship,Laptops,1445.18,268.0,3.1,96
265,Station Collection,Shoes,544.28,100.0,2.8,69
266,Nice Religious,Clothing,776.78,241.0,1.8,191
267,Leg Many,Electronics,743.59,265.0,1.8,771
268,City Book,Laptops,1566.08,152.0,3.8,284
269,Worker Imagine,Laptops,408.67,148.0,2.4,898
270,Herself During,Electronics,1610.68,255.0,3.5,55
271,Government Loss,Shoes,1952.59,276.0,,913
272,Poor Suddenly,Laptops,891.75,358.0,1.6,446
273,Happen Clear,Shoes,1607.48,,4.2,385
274,Open South,Home,1992.6,277.0,1.2,881
275,Early Step,Home,471.79,268.0,1.8,655
276,Risk Trouble,Books,1528.98,,1.6,953
277,Loss Require,Books,497.5,472.0,2.3,560
278,Necessary News,Clothing,1936.05,142.0,3.9,113
279,Will Recognize,Clothing,1969.08,374.0,1.9,42
280,Personal I,Electronics,1566.24,489.0,2.7,617
281,Positive On,Books,133.26,429.0,1.6,512
282,Shake Almost,Clothing,1748.91,95.0,2.4,263
283,Week Commercial,Books,1432.83,412.0,3.7,966
284,Game Church,Clothing,838.09,262.0,4.4,177
285,Because Any,Laptops,741.21,59.0,3.9,962
286,Involve Fast,Books,79.24,354.0,1.6,379
287,News Lose,Shoes,1109.38,419.0,4.0,106
288,Give Analysis,Clothing,1497.69,72.0,2.6,432
289,Claim Top,Clothing,1585.47,497.0,3.1,672
290,Main Issue,Books,1220.71,62.0,,64
291,Modern Wife,Shoes,1575.64,263.0,4.6,784
292,Feel Heart,Shoes,1969.17,245.0,3.8,544
293,Increase Family,Clothing,587.37,53.0,3.2,790
294,Production Congress,Books,881.5,148.0,1.8,155
295,Name Lead,Shoes,1590.78,303.0,2.3,24
296,Play Low,Shoes,662.84,209.0,2.8,984
297,I Base,Clothing,1627.75,332.0,4.4,52
298,Bad Despite,Home,730.52,79.0,4.0,934
299,Glass Lose,Laptops,1754.31,420.0,2.8,325
300,Best Price,Laptops,1566.81,53.0,1.5,275
301,Focus Knowledge,Books,1026.33,399.0,2.0,769
302,Husband Past,Clothing,1573.77,34.0,2.9,615
303,This Various,Shoes,989.6,207.0,4.7,148
304,Call Another,Books,1708.28,383.0,1.0,231
305,Citizen Statement,Books,946.14,341.0,3.5,373
306,Foreign Officer,Clothing,345.65,440.0,2.5,270
307,Professional Many,Books,211.06,317.0,3.3,775
308,Tonight Visit,Shoes,1109.1,395.0,2.8,164
309,Nature Budget,Shoes,610.35,171.0,2.9,48
310,She End,Laptops,1392.31,405.0,2.8,784
311,Million Process,Laptops,150.81,116.0,4.0,250
312,Establish Option,Electronics,71.42,465.0,4.4,510
313,Thus Hear,Books,1458.35,180.0,3.0,303
314,Free Data,Home,1745.03,196.0,,724
315,Fear Cup,Electronics,994.99,,4.3,344
316,Necessary Far,Clothing,899.61,471.0,2.2,705
317,Third Eye,Shoes,483.95,176.0,3.2,509
318,Through History,Clothing,1790.3,143.0,1.8,415
319,Rock Republican,Laptops,420.75,292.0,1.8,492
320,Hot Impact,Shoes,1870.97,184.0,2.0,860
321,Himself Really,Home,561.62,492.0,3.4,910
322,Under Speak,Home,,448.0,4.5,733
323,Suffer To,Clothing,570.66,441.0,3.9,180
324,Social Senior,Laptops,520.14,453.0,2.4,748
325,Determine Into,Books,233.61,193.0,2.8,309
326,Write Indicate,Shoes,328.34,329.0,1.1,305
327,Country Yet,Home,1296.38,162.0,4.7,509
328,Environment Alone,Shoes,705.1,240.0,1.1,627
329,Pm Bring,Electronics,599.87,119.0,2.1,920
330,Maybe Bit,Laptops,762.4,444.0,4.1,802
331,Check Seem,Books,1441.42,376.0,2.4,92
332,Player Another,Electronics,1456.28,98.0,1.9,47
333,During Still,Electronics,1248.41,68.0,1.7,517
334,Stand Actually,Books,,160.0,,999
335,Middle Study,Laptops,303.95,141.0,3.4,944
336,World Loss,Shoes,1912.03,424.0,4.5,642
337,Network Born,Books,,36.0,4.7,764
338,Trade Prevent,Home,1897.49,91.0,4.1,598
339,Consider Article,Laptops,533.99,203.0,1.5,610
340,Major View,Shoes,702.78,,1.9,669
341,Our Conference,Laptops,441.82,272.0,1.6,241
342,Go Suffer,Shoes,,490.0,1.8,24
343,Authority Area,Electronics,292.45,25.0,4.7,903
344,World Truth,Books,1339.42,332.0,1.3,428
345,Foot Control,Shoes,761.67,227.0,1.6,754
346,Product Force,Clothing,1067.72,204.0,2.4,162
347,Perhaps Morning,Clothing,879.49,281.0,2.7,712
348,Heart Bring,Home,1840.84,,4.1,266
349,Just After,Home,1138.1,287.0,3.6,225
350,Son Beyond,Home,1271.49,54.0,1.7,463
351,Owner State,Clothing,1543.8,318.0,3.2,259
352,Part Style,Electronics,249.44,451.0,3.0,5
353,Modern Discuss,Electronics,1150.68,392.0,4.2,835
354,Animal Help,Home,552.0,366.0,2.3,785
355,Student Consumer,Shoes,1415.4,188.0,4.0,304
356,Effect Act,Books,,470.0,3.2,439
357,Article Thus,Laptops,465.24,,2.6,50
358,Fight Same,Home,1476.34,138.0,1.7,414
359,Eat Central,Home,309.42,363.0,5.0,98
360,Century Strong,Clothing,1810.21,366.0,,384
361,Other Lawyer,Clothing,807.4,406.0,3.2,781
362,Small Five,Electronics,1828.02,29.0,,758
363,Treatment Bill,Shoes,382.1,80.0,2.9,150
364,Clear Among,Shoes,1481.77,338.0,,332
365,Second Camera,Electronics,510.48,363.0,2.5,563
366,Science Attention,Shoes,144.34,34.0,3.3,719
367,Threat Special,Laptops,1029.3,187.0,1.2,678
368,Firm Standard,Shoes,1240.42,170.0,4.1,349
369,Include Room,Home,655.05,376.0,2.5,862
370,Home Remember,Laptops,358.88,,3.5,501
371,Material Shake,Laptops,1270.74,468.0,3.7,882
372,Western Senior,Books,1462.59,491.0,3.5,618
373,Nice List,Clothing,1668.2,252.0,3.3,931
374,Final Job,Clothing,954.85,373.0,1.1,454
375,Camera Argue,Books,503.4,141.0,3.8,947
376,Then Try,Clothing,1156.05,311.0,2.3,190
377,Task Win,Shoes,322.89,26.0,2.9,269
378,Finally Manager,Electronics,639.05,178.0,1.2,365
379,Citizen Short,Laptops,860.4,28.0,4.9,502
380,Writer Control,Books,1551.28,476.0,2.3,150
381,Impact Together,Shoes,1668.57,21.0,3.6,721
382,Decade Certainly,Electronics,627.54,56.0,1.7,808
383,Begin Scientist,Electronics,1023.89,66.0,,857
384,They Police,Books,1767.27,358.0,1.0,909
385,Situation Such,Books,1391.03,258.0,4.4,819
386,Front Of,Clothing,1500.58,188.0,3.1,678
387,Smile Realize,Home,424.98,424.0,4.3,632
388,Cause National,Books,1298.54,15.0,3.8,49
389,Want Fact,Books,1118.68,389.0,2.7,254
390,Certainly Again,Home,1104.97,50.0,,668
391,Learn Direction,Shoes,1781.7,246.0,2.8,768
392,Cut Too,Laptops,769.75,40.0,1.6,677
393,Wall Stop,Clothing,,,,344
394,Speech Seek,Books,1597.61,37.0,2.5,634
395,Tend Hard,Clothing,582.22,58.0,4.7,535
396,Low Common,Electronics,129.04,33.0,1.5,615
397,Well Between,Clothing,842.08,361.0,3.5,425
398,Might Pull,Laptops,637.04,383.0,3.2,7
399,Water Vote,Laptops,1672.37,465.0,4.2,165
400,Student Employee,Shoes,663.54,266.0,,425
401,Mind Gas,Shoes,1736.26,33.0,2.1,854
402,Individual Administration,Shoes,107.73,88.0,4.1,18
403,Attorney Stuff,Clothing,951.35,257.0,,713
404,Exactly Indeed,Electronics,714.4,213.0,2.2,963
405,General Response,Electronics,1576.35,373.0,,163
406,East Industry,Shoes,884.34,340.0,4.6,756
407,Hear Able,Home,417.15,86.0,2.6,688
408,Purpose Option,Home,173.97,469.0,1.1,209
409,Away Not,Laptops,476.15,213.0,1.6,87
410,Audience Beat,Clothing,1333.29,,3.4,495
411,To Road,Home,545.34,192.0,2.8,440
412,Address Choose,Home,62.79,266.0,3.8,511
413,Return Manage,Laptops,1651.88,467.0,3.8,126
414,Game President,Electronics,1662.83,127.0,1.5,946
415,Leader In,Shoes,1320.88,191.0,2.0,808
416,Left Then,Laptops,1046.55,288.0,1.3,97
417,Lead Them,Electronics,1347.17,448.0,4.5,95
418,Specific American,Clothing,1241.97,25.0,2.5,359
419,Defense Note,Shoes,790.83,449.0,3.1,615
420,Mind Like,Books,1076.0,426.0,3.1,91
421,Seek Development,Laptops,546.41,390.0,3.0,318
422,Finally Service,Books,149.89,395.0,2.4,758
423,Million Near,Laptops,1992.02,229.0,1.8,552
424,Subject Particular,Shoes,1074.09,491.0,3.3,452
425,Begin Exactly,Clothing,1453.5,166.0,2.7,127
426,Base Debate,Home,1646.28,454.0,4.6,212
427,Small Reach,Shoes,1312.95,217.0,2.3,531
428,Dog Serve,Laptops,1227.84,193.0,3.1,810
429,Food Appear,Shoes,1404.22,429.0,1.1,472
430,Local Heart,Clothing,699.72,328.0,2.0,714
431,Reach Born,Clothing,1601.93,137.0,3.8,932
432,Hope Test,Shoes,1938.68,149.0,2.2,489
433,Quite Them,Books,1738.66,217.0,3.9,764
434,Series As,Electronics,681.35,458.0,3.0,494
435,Church Always,Electronics,,218.0,1.7,731
436,Truth Although,Shoes,1122.71,132.0,2.0,862
437,Reveal Store,Books,1186.45,358.0,3.3,951
438,Defense Your,Electronics,1687.75,,2.2,31
439,Wall Style,Books,1237.42,265.0,4.6,410
440,Financial Type,Home,882.61,467.0,2.9,598
441,Little Sing,Home,1018.3,365.0,1.8,269
442,Our Special,Laptops,1552.67,482.0,4.1,998
443,You Church,Shoes,993.41,307.0,1.3,927
444,Production Letter,Clothing,1806.85,338.0,4.5,802
445,Issue Seven,Shoes,248.2,78.0,1.8,736
446,Stand Support,Clothing,1931.03,405.0,1.9,632
447,Threat Street,Home,1386.97,164.0,3.8,413
448,Experience About,Books,1541.95,462.0,,720
449,Today Reveal,Laptops,424.17,260.0,2.6,465
450,Mean Money,Laptops,1551.25,22.0,1.4,829
451,Like Professional,Electronics,1354.3,315.0,3.6,365
452,Say Much,Shoes,1294.12,36.0,3.5,823
453,Involve Land,Laptops,1494.66,382.0,1.3,857
454,Fill Color,Books,1667.64,189.0,,70
455,Else Design,Clothing,1523.73,353.0,4.5,852
456,Affect Door,Electronics,608.48,261.0,1.9,622
457,Trade Across,Shoes,1233.66,109.0,2.0,339
458,Maintain Option,Electronics,791.86,190.0,2.9,716
459,Life Some,Electronics,1207.98,413.0,2.2,824
460,Man Decide,Clothing,1633.63,414.0,3.0,562
461,And Discussion,Home,1749.04,258.0,3.6,108
462,Team High,Shoes,1556.99,,2.9,353
463,Investment Surface,Laptops,,52.0,1.5,582
464,Identify Work,Books,258.4,387.0,3.9,72
465,Mother Computer,Books,1310.79,350.0,2.0,435
466,Peace Production,Books,923.06,69.0,4.7,334
467,Cause Parent,Electronics,523.96,414.0,1.4,849
468,Letter Impact,Electronics,1039.54,461.0,4.5,294
469,All Church,Clothing,198.2,71.0,4.1,790
470,So Only,Home,173.16,49.0,3.5,134
471,Interest Lose,Home,1947.92,,1.2,145
472,Party Agreement,Clothing,30.48,349.0,1.2,846
473,Involve Explain,Shoes,832.57,14.0,3.7,159
474,Ask A,Laptops,106.52,396.0,4.8,392
475,Door Shoulder,Electronics,1571.52,433.0,1.6,938
476,Result Public,Home,,27.0,2.1,541
477,Lead Believe,Shoes,1914.5,403.0,3.3,552
478,Good Individual,Books,912.43,369.0,4.4,651
479,Population Page,Electronics,1771.51,80.0,3.4,588
480,Style Event,Home,1093.32,299.0,3.6,709
481,Ability And,Electronics,815.31,424.0,2.4,254
482,Process Eye,Home,28.79,,,482
483,Call Song,Laptops,1745.39,419.0,1.5,573
484,Represent Wide,Clothing,745.57,223.0,4.4,418
485,Seven Ability,Laptops,934.69,138.0,1.1,489
486,Different Ago,Books,1955.9,452.0,4.7,54
487,News Information,Books,303.31,408.0,1.2,349
488,Like Pattern,Shoes,1322.29,325.0,2.8,717
489,Break Tell,Clothing,1441.06,112.0,2.9,885
490,Month Piece,Electronics,1805.67,321.0,1.1,207
491,Suddenly Age,Laptops,1316.17,361.0,3.6,419
492,Democrat Able,Laptops,872.74,298.0,1.8,281
493,Else Accept,Shoes,423.54,150.0,1.7,737
494,Eye Front,Home,1055.1,191.0,4.8,457
495,Class Many,Books,591.68,260.0,2.8,76
496,Participant Receive,Books,1811.51,47.0,4.1,863
497,Paper Box,Electronics,1040.78,181.0,1.7,536
498,Last Scientist,Clothing,1044.71,332.0,2.3,479
499,Majority Should,Laptops,1049.4,390.0,,27
500,Myself What,Clothing,1081.46,435.0,2.6,208
501,Read Quickly,Home,1297.17,1.0,4.7,269
502,Walk Every,Books,,233.0,4.5,392
503,Case Shake,Home,1613.85,403.0,3.0,750
504,Relationship Since,Shoes,1753.76,336.0,1.2,881
505,New Spend,Electronics,290.93,450.0,3.2,130
506,Model All,Books,869.21,258.0,4.8,855
507,Story Oil,Electronics,1773.89,165.0,1.1,722
508,Look Beautiful,Home,841.95,70.0,2.7,624
509,Light Manage,Home,1002.28,368.0,1.7,606
510,Lead She,Home,1626.43,130.0,3.9,147
511,Politics Themselves,Books,1758.33,111.0,2.8,745
512,Measure Seek,Electronics,638.27,229.0,1.5,45
513,Music Those,Electronics,1649.17,485.0,4.1,76
514,Team Red,Laptops,770.89,,2.2,752
515,Capital President,Shoes,318.11,404.0,3.1,712
516,On Education,Shoes,281.49,453.0,1.7,806
517,Difficult Particularly,Shoes,800.37,359.0,1.6,971
518,Yourself Claim,Clothing,1420.42,261.0,2.8,388
519,Possible Around,Shoes,806.54,45.0,4.1,493
520,Senior Friend,Home,1597.76,259.0,3.9,452
521,Southern Professor,Laptops,930.88,468.0,3.2,573
522,Clearly Take,Laptops,607.54,122.0,4.4,452
523,After He,Shoes,1408.27,24.0,1.4,594
524,Reflect Certain,Shoes,575.28,273.0,3.8,121
525,Then Allow,Shoes,875.71,204.0,4.0,414
526,Today Education,Shoes,1173.28,261.0,3.1,449
